rank,artist,track,scrobbles,lyrics,has_lyrics,lyrics_length,lyrics_word_count,lyrics_cache_path,tracks_fetched_at,compiled_at
632,The Black Keys,Going Down South,13,"I'm going down south, I'm going down south
Going down south, I'm going down south
Chilly wind don't blow

I'm going with you, babe, I'm going with you, babe
Going with you, babe, I'm going with you, babe
Don't care where you go

Some other man, some other man
Some other man, some other man
He's always hanging around

I'd rather be dead, rather be dead
Rather be dead, I'd rather be dead
Six feet in the ground

I'm going down south, going down south
Going down south, I'm going down south
Chilly wi...",True,513,96,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/black_keys_the/going_down_south.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.044960
633,The Cult,Automatic Blues,13,"Yeah
Ooh now baby, baby, baby, baby, baby
Hey there people, have you heard the news?
Ooh oh yeah
The world's on fire, I'm telling you, yeah, I'm telling you
Brothers and sisters everywhere, come together
People like you should
Ooh, like you should
Drive on people
Drive on people
Ooh, I never thought we'd get too far, yeah
Living on the wrong side talking 'bout life
Ow, yeah, yeah, yeah, yeah
Lovers and sinners, cats and fools
Shake it together, come on people, please, yeah
Drive on people
People...",True,1219,227,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/cult_the/automatic_blues.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.045232
634,The Cult,Black Angel,13,"A fugitive has been away so long
A thousand years, and now he thinks of home
The lawmen are waiting in the wings
To put him in chains upon his return
Emptiness, his bitterness is gone
Journey on to the eternal reward
It's a long way to go
A black angel at your side
It's a long way to go
A black angel at your side
The sirens call a sailor to die
Enchanted by the sound, his desires have been found
In his mind, his life is rushing by
All this while, the storm it rages on
He's turning old, he shall ...",True,1291,276,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/cult_the/black_angel.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.045739
635,The Cult,Spiritwalker,13,"Let it be beautiful when I sing the last song
I will give you even my body, Spiritwalker
Let all the children kiss the sun before they sing their last song
I will give you even my body, Spiritwalker

Let the sun shine on me when I sing the last song
I will give you even my body, Spiritwalker
Let all the children kiss the stars before they sing their last song
I will give you even my body, Spiritwalker

Spiritwalker
Spiritwalker
Spiritwalker

Let all the children kiss the sun before they sing the...",True,877,145,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/cult_the/spiritwalker.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.045919
636,The Cure,Never Enough,13,"H-h-however much I push it down
It's never enough
H-h-however much I push it around
It's never enough
H-h-however much I make it out
It's never enough, never enough
H-h-however much I do

H-h-however big I ever feel
It's never enough
Whatever I do to make it real
It's never enough
In any way I try to speak
It's never enough, never enough
However much I try to speak
It's never enough

However much I'm falling down
It's never enough
However much I'm falling out
It's never enough
Whatever smile I s...",True,1565,302,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/cure_the/never_enough.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.046100
637,The Doors,Break on Through (to the Other Side),13,"You know the day destroys the night
Night divides the day
Tried to run, tried to hide

Break on through to the other side
Break on through to the other side
Break on through to the other side, yeah

We chased our pleasures here
Dug our treasures there
But can you still recall the time we cried?

Break on through to the other side
Break on through to the other side

Hey!
Come on, yeah

Everybody loves my baby
Everybody loves my baby
She get high
She get high
She get high
She get high, yeah

I fou...",True,954,187,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/doors_the/break_on_through_to_the_other_side.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.046255
638,The Heavy Eyes,Levantado,13,"I feel death out the corner of my eye
He keeps watching, but I don't pay no mind
Yes, he's there, I'm not that blind
I'm not that blind
There's the proof, but he's bleeding in the sand
Moment of truth, burning in my broken hand
They scream no, but I do it cause I can
Yes I can, more than a man",True,294,63,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/heavy_eyes_the/levantado.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.046489
639,The Heavy Eyes,One Hand On the Buffalo,13,"He would break his leg, look at me and say
It's gonna be a while, but I'll be back someday
Nothing can really stop me, steady burning slow
One hand in the air, and the other on the buffalo
One hand on the buffalo
The wind was blowing heavy, he never turned away
Knowing damn well that we would die some day
Nothing can really stop me, you're never gonna know
One hand in the air, and the other on the buffalo",True,408,82,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/heavy_eyes_the/one_hand_on_the_buffalo.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.046714
640,The Meters,Stretch Your Rubber Band - Single Version,13,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.046746
641,The Rolling Stones,Scarlet,13,"Baby, you excite me
But you talk too much
Won't stand on a corner
Love you more, oh yeah

Scarlet, why you wearing my heart on your sleeve
Where it ain't supposed to be?
Scarlet, why you tearing my heart all to pieces?
It ain't the way it's supposed to be
Scarlet, why you keeping my heart to yourself?
It ain't the way it's supposed to be
Scarlet
Scarlet

Ooh yeah

You don't have to change your mind
And leave this neighborhood so far behind
Honey, you don't have to cry no more
When I come knockin...",True,821,150,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/rolling_stones_the/scarlet.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.046987
642,TOO MANY ZOOZ,Warriors,13,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.047014
643,U2,With or Without You,13,"See the stone set in your eyes
See the thorn twist in your side
I'll wait for you

Sleight of hand and twist of fate
On a bed of nails she makes me wait
And I'll wait without you

With or without you
With or without you

Through the storm we reach the shore
You give it all, but I want more
And I'm waiting for you

With or without you
With or without you, ah-hah
I can't live
With or without you

And you give yourself away
And you give yourself away
And you give, and you give
And you give yourself...",True,964,187,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/u2/with_or_without_you.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.047169
644,Van Halen,Ain't Talkin' 'Bout Love,13,"I heard the news, baby
All about your disease
Yeah, you may have all you want, baby
But I got somethin' you need
Oh, yeah

Ain't talkin' 'bout love
My love is rotten to the core
Ain't talkin' 'bout love
Just like I told you before
Yeah, before

You know you're semi-good lookin'
And on the streets again
Ooh, yeah, you think you're really cookin', baby
You better find yourself a friend, my friend

Ain't talkin' 'bout love
My love is rotten to the core
Ain't gonna talk about love
Just like I told y...",True,1330,259,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/van_halen/aint_talkin_bout_love.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.047406
645,Beastie Boys,Hey Ladies,12,"(Hey) Heyyy, ladies in the place, I'm callin' out to ya!
There never was a city kid truer and bluer
(There's more to me than you'll ever know)
And I got more hits than Sadaharu Oh
(Tom Thumb), Tom Cushman, or Tom Foolery
Date women on TV with the help of Chuck Woolery
(Words flowin' out just like the Grand Canyon)
And I'm always out lookin' for a female companion
I threw the lasso around the tallest one and dragged her to the crib
(I took off her moccasins,) I put on my bib
Wheelin' and dealin',...",True,3348,634,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/beastie_boys/hey_ladies.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.047573
646,Beastie Boys,So What'cha Want,12,"You don't stop, you keep on
And you don't stop, you can't front on that
To the S K B, you don't stop
Well, just plug me in just like I was Eddie Harris
You're eating crazy cheese like you'd think I'm from Paris
You know I get fly, you think I get high
You know that I'm gone and I'm a tell you all why
So tell me who are you dissing, maybe I'm missing
The reason that you're smiling or wilding so listen
In my head I just want to take 'em down
Imagination set loose and I'm gonna shake 'em down
Let i...",True,4200,793,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/beastie_boys/so_whatcha_want.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.047837
647,Big Wild,Maker,12,"Another place where I can be
Another dream to carry away
To carry away
Ooh-ooh-ooh

Another world that waits for me
Another life
I can wait for that
I can wait for that 'til we meet again

A beating heart into the night
A lovely whisper that tells me to go
Tells me to go
Ooh-ooh-ooh

An open door that waits for me
A warm embrace
I can wait for that
I can wait for that 'til we meet again

'Til we meet again
'Til we meet again

Another world that waits for me
Another life
I can wait for that
I can...",True,1046,233,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/big_wild/maker.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.047999
648,David Bowie,Fame,12,"Fame (Fame) lets him loose, hard to swallow
Fame (Fame) puts you there where things are hollow
Fame (Fame)

Fame, not your brain, it's just the flame
That burns your change to keep you insane ('Sane)
Fame (Fame), hmm

Fame (Fame), what you like is in the limo
Fame (Fame), what you get is no tomorrow
Fame (Fame), what you need, you have to borrow
Fame (Fame)

Fame, ""Nein, it's mine"" is just his line
To bind your time, it drives you to crime (Crime)
Fame (Fame)

Ribbity-bee-gah-beh, ribbity-bee
Ri...",True,990,173,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/david_bowie/fame.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.048160
649,David Sardy,Nobody to Love (Bonus Track),12,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.048188
650,Death Cab for Cutie,Good Help (Is So Hard to Find),12,"You'll never have to hear the word ""no""
If you keep all your friends on the payroll
The non-disclosure pages signed
Your secrets safe between those lines

The scaffolding will cheer and console you
But remember what your mother told you
That good help is so hard to find
For people who are so refined

You're trying to turn into the skid
In this never-ending grid

There's a long, slow fade
To a darkened stage
And I hear you say
""Only a fool gives it away""
Only a fool would give
Only a fool gives i...",True,1389,273,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/death_cab_for_cutie/good_help_is_so_hard_to_find.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.048438
651,Death from Above 1979,Dead Womb,12,"La cocaína no es buena para su salud
La cocaína is not good for you

So many girls I know poison their wombs for sure
I'm sick of all these whores poisoning their...

We're looking for wives
So tired of sluts coming up to us in the clubs with their cocaine
We're looking for wives
So tired of sluts coming up to us in the clubs with their cocaine
I know you think you have it all but you will never even...
We're looking for wives
So tired of sluts coming up to us in the clubs with their cocaine

Yo...",True,962,192,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/death_from_above_1979/dead_womb.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.048822
652,Def Leppard,Rock of Ages,12,"Gunter glieben glauchen globen

All right
I got something to say, yeah
It's better to burn out, yeah, than fade away
All right! Ow!
Gonna start a fire
C'mon

Rise up, gather 'round
Rock this place to the ground
Burn it up, let's go for broke
Watch the night go up in smoke

Rock on (Rock on)
Drive me crazier
No serenade, no fire brigade
Just the pyromania, come on

(What do ya want?) What do ya want?
(I want rock 'n' roll) Yes, I do
(Long live rock 'n' roll)

Oh, let's go, let's strike a light
We...",True,1570,303,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/def_leppard/rock_of_ages.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.049040
653,Deftones,7 Words,12,"I'll never be the same, break in decency
Don't be tree trunk, don't fall on my living roots
I've been humming too many words, got a weak self-esteem
That's been stomped away from every single dream
But it's something else that brought us fees
Keep it all inside 'til we feel we can't unleash
But I think that you made it up, I think that your mind is gone
I think you shouldn't have glorified, now you're wrong

Suck, suck, suck, suck
Suck, suck, suck, suck
Suck, suck, suck, suck
They fuck with my h...",True,2134,403,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/deftones/7_words.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.049282
654,Deftones,Change (In the House of Flies),12,"I watched you change
Into a fly
I looked away
You were on fire

And I watched a change in you
It's like you never had wings
Now you feel so alive
I've watched you change

I took you home
Set you on the glass
I pulled off your wings
Then I laughed

And I watched a change in you
It's like you never had wings
Now you feel so alive
I've watched you change

It's like you never had wings
Ah, ah-ah-ah
Ah-ah-ah, ah-ah-ah
Ah-ah-ah, ah-ah

I look at the cross
Then I look away
Give you the gun
Blow me away...",True,816,160,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/deftones/change_in_the_house_of_flies.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.049541
655,DJ Jazzy Jeff & The Fresh Prince,Summertime,12,"Drums, please

Summer, summer, summertime
Time to sit back and unwind

Here it is the groove slightly transformed
Just a bit of a break from the norm
Just a little somethin' to break the monotony
Of all that hardcore dance that has gotten to be
A little bit out of control it's cool to dance
But what about the groove that soothes that moves romance
Give me a soft subtle mix
And if ain't broke then don't try to fix it
And think of the summers of the past
Adjust the bass and let the Alpine blast
Po...",True,2733,528,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/dj_jazzy_jeff_the_fresh_prince/summertime.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.049915
656,Duran Duran,The Reflex,12,"You've gone too far this time
But I'm dancing on the Valentine
I tell you somebody's fooling around
With my chances on the danger line
I'll cross that bridge when I find it
Another day to make my stand, oh woah
High time is no time for deciding
If I should find a helping hand, oh woah

Why don't you use it?
Try not to bruise it
Buy time, don't lose it
Oh, why don't you use it?
Try not to bruise it
Buy time, don't lose it

The reflex is a lonely child who's waiting by the park
The reflex is in ch...",True,1828,360,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/duran_duran/the_reflex.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.050077
657,EVER AGE,Black Suede,12,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.050108
658,Fiona Apple,The First Taste,12,"I lie in an early bed thinking late thoughts
Waiting for the black to replace my blue
I do not struggle in your web
Because it was my aim to get caught
But daddy longlegs, I feel
That I'm finally growing weary
Of waiting to be consumed by you

Give me the first taste
Let it begin
Heaven cannot wait forever
Darling, just start the chase
I'll let you win
But you must make the endeavor

Oh, your love give me a heart contusion
Adagio breezes fill my skin with sudden red
Your hungry flirt borders int...",True,902,173,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/fiona_apple/the_first_taste.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.050457
659,Fu Manchu,Evil Eye,12,"Six hours before
With an evil grin
Better brace yourself
Straightaway or win
Call power slide
Separates them all
Never touching the brake
Unapproachable

Evil Eye has set his plan
Erasing all
Evil Eye has set his plan
Erasing all

Pushed through the floor
Halfway through the turn
As we ride up high
The dirt starts to burn
Wheels of his heap
Hits the backstreet wall
Evil Eye has signaled
Unapproachable

Evil Eye has set his plan
Erasing all
Evil Eye has set his plan
Erasing all

Evil Eye will fal...",True,678,112,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/fu_manchu/evil_eye.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.050812
660,Gorillaz,DARE,12,"[Intro: Shaun Ryder & 
Noodle
]
It's coming up, it's coming up
It's coming up, it's coming up
It's coming up, it's coming up
It's dare (
Uh
)
It's dare (Ohh-ohh-ohh)

You've got to press it on you
You've just been thinking
That's what you do, baby (Ohh-ohh-ohh)
Hold it down, dare
Jump with them all and move it
Jump back and forth
And feel like you were there yourself (Ohh-ohh-ohh)
Work it out

Never did no harm, never did no harm
It's dare
It's coming up, it's coming up
It's coming up, it's comi...",True,1596,309,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/gorillaz/dare.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.051145
661,How to Destroy Angels,BBB,12,"Get down
On the ground
Don't move
Make a sound
No more
No control
You do
What you're told

Stand up
Sit back down
Your lies
Comes back around
Too late
Patronize
Time's up
Close your eyes

Listen to the sound of my big black boots
Listen to the sound of my big black boots

Listen to the sound of my big black boots
Listen to the sound of my big black boots
Listen to the sound of my big black boots
Listen to the sound of my big black boots
Listen to the sound of my big black boots
Listen to the sou...",True,938,198,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/how_to_destroy_angels/bbb.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.051486
662,James Gang,Funk #49,12,"I sleep all day, out all night
I know where you're goin'
I don't think that's a-actin' right
You don't think it's showin'


A-jumpin' up, fallin' down
Don't misunderstand me
You don't think that I know your plan
What you tryin' to hand me?


Out all night, sleep all day
I know what you're doin'
If you're gonna a-act that way
I think there's trouble brewin'",True,358,66,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/james_gang/funk_49.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.051760
663,John Craigie,Helena,12,"I was born dead, mama told me
She said the devils, they didn't want me
And they left me behind for her to hold
And she said no one could see me
I was invisible to everybody
And we would have revenge for what they stole

She said a fire was how we'd make them pay
As I ran across the field, she would scream:

Light it up, son
Light it up, son
Light it up
Mhmm

She would send me in with the matches
I would burn that shit down to ashes
And I would crawl out of the flames back into her arms
And she w...",True,1267,263,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/john_craigie/helena.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.052455
664,Judy Roderick,"Rock Me, Baby",12,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.052485
665,Justin Adams,Desert Road,12,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.052510
666,Kaori,Good Life - Good Vocal Mix,12,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.052536
667,Keane,Your Eyes Open,12,"Well, it's a lonely road that you have chosen
Morning comes and you don't want to know me anymore
And it's a long time since your heart was frozen
Morning comes and you don't want to know me anymore

For a moment, your eyes open and you know
All the things I ever wanted you to know
I don't know you and I don't want to
Till the moment your eyes open and you know

That it's a lonely place that you have run to
Morning comes and you don't want to know me anymore
And it's a lonely end that you will c...",True,888,187,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/keane/your_eyes_open.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.052870
668,Lack of Afro,Take It up a Notch,12,"(Let me tie my shoes right quick
Party people, let's take it up a notch
You thought we was just gonna keep the party at the same level
No, we won't do that)

She say I'ma meet you at the disco
Leave NY and meet in San Francisco
Me oh my, it's got to be official
Ain't nobody every really do it like this though
Oh, crack the red vino
Yellow cab and a black tuxedo
Brown cognac, purple tree, amigo
Orange you mean and green with envy though
Ay, that's true and to be honest what I do is never modest
I...",True,2515,533,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/lack_of_afro/take_it_up_a_notch.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.053097
669,Live,"White, Discussion",12,"I talk of freedom
You talk of the flag
I talk of revolution
You'd much rather brag
And as the decibels of this disenchanting discourse
Continue to dampen the day
The coin flips again and again and again and again
As our sanity walks away

All this discussion
Though politically correct
Is dead beyond destruction
Though it leaves me quite erect
And as the final sunset rolls behind the Earth
And the clock is finally dead
I'll look at you, you'll look at me, and we'll cry a lot
But this will be what...",True,1274,233,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/live/white_discussion.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.053266
670,Lykke Li,Get Some,12,"Don't pull your pants before I go down
Don't turn away, this is my time
Don't make demands, I don't take none
Just say a prayer, then it's gon' get done

Don't pull your pants before I go down
Don't turn away, this is my time
Like a shotgun needs an outcome
I'm your prostitute, you gon' get some
Like a shotgun needs an outcome
I'm your prostitute, you gon' get some

Go ahead, go way low where I can do no harm
Go ahead, go way low in my honey-lovin' arms
Go ahead, go way low where I can do no wro...",True,1315,272,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/lykke_li/get_some.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.053429
671,M.I.A.,Galang,12,"London callin'
Speak the slang now
Boys say, ""Wha gwan?""
Girls say, ""Wha, what?""
London callin'
Speak the slang now
Boys say, ""Wha gwan?""
Girls say, ""Wha, what?""

Slam!
Galang, galang, galang
Ga-la, ga-la, ga-la
Lang-ga-lang, galang
Shotgun, get down
Get down, get down, get down
Ge-d-, ge-d-, ge-d-down, g-down, g-down
Too late, you down
D-down, d-down, d-down
Ta-na, ta-na, ta-na
Ta-na, ta-na-ta

Blaze a blaze, galang-a-lang-a-lang-lang
Purple haze, galang-a-lang-a-lang-lang
Blaze a blaze, galang...",True,2213,339,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/mia/galang.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.053701
672,Martina Topley-Bird,Too Tough to Die,12,"Too tough to die
I always wonder why my mama left town
New Haven ain't a bag of salt
When nobody knows your name
You look so different over the phone
Seven states away they're doing, doing
The strange fruit swing
When they come down
You have to leave town
I am
Too tough to die
I am
Too tough to die
Blessed are those who believe
Who believe and have not seen
I wasn't there and it's got me wondering
The man you make then and now he's burning
School's are learning you can't unlearn
No room to turn,...",True,997,205,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/martina_topley_bird/too_tough_to_die.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.053855
673,Megadeth,Angry Again,12,"The more of you that I inspect
The more of me I see reflect
The more I try to read your lips
The more the mask you're wearing rips
But when I seek out your voice
My ears are overcome with noise
You show and tell with greatest ease
Raving impossibilities

Engaged in crime I grasp my throat
Enraged my mind starts to smoke
Enforce a mental overload
Angry again, angry again, angry, ow!

And when the story takes a twist
It folds like a contortionist
Slight of hand and quick exchange
The old tricks ha...",True,1372,253,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/megadeth/angry_again.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.054093
674,Melt Yourself Down,Fix My Life,12,"Gonna fix my life again
Gonna fix my life today",True,47,10,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/melt_yourself_down/fix_my_life.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.054254
675,Mogwai,Ratts of the Capital,12,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.054284
676,Nathan Bartell,"Top Going Down, Bottom Going Up",12,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.054314
677,Nickodemus,Mi Swing es Tropical,12,"Mi swing es tropical
Artist: Nickodemus & Quantic featuring Tempo
Yo traigo para ti algo excitante
Mi jarabe te levanta de la tumba
Es un jaleo pa'que siempre estés alante
Un poquito de melaza, son y rumba
Es un pasito que te voy a enseñar
Un meneito que se que te gustara
Que cuando aprendas a bailarlo con sabor
Te aseguro que este ritmo gozaras
Se baila así, se goza más
Se baila así, se goza más
Se baila así, se goza más
Se baila así, se goza más
Se baila así, se goza más
Ay que ritmo sabroso
E...",True,1836,378,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/nickodemus/mi_swing_es_tropical.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.054675
678,No Doubt,Underneath It All,12,"There's times when I want something more
Someone more like me
There's times when this dress rehearsal
Seems incomplete
But you see the colors in me
Like no one else
And behind your dark glasses, you're
You're something else

And you're really lovely
Underneath it all
And you want to love me
Underneath it all
I'm really lucky
Underneath it all
You're really lovely

You know some real bad tricks
And you need some discipline
But lately you've been trying real hard
And giving me your best
And you gi...",True,1881,346,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/no_doubt/underneath_it_all.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.054945
679,NOVAMENCO,Mediterranean Breeze,12,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.054973
680,Oscar Lopez,The Flavor,12,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.054998
681,Paul Berget,Sonata in Dm (courante),12,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.055023
